id,Category,Price_tier,Neighborhood,Opening_hours,Average_rating,Good_for_kids
473,Chinese,Expensive,Staten Island,8am-10pm,3.1,false
474,Japanese,Medium,Brooklyn,8am-10pm,2.7,true
475,American,Cheap,Brooklyn,8am-10pm,1.9,false
476,Chinese,Expensive,Bronx,8am-10pm,4.4,false
477,Italian,Cheap,Manhattan,8am-10pm,1.4,true
478,American,Expensive,Brooklyn,8am-10pm,4.1,true
479,Mexican,Cheap,Bronx,8am-10pm,1.0,false
480,American,Cheap,Brooklyn,8am-10pm,4.3,false
481,American,Cheap,Manhattan,8am-10pm,2.0,true
482,American,Cheap,Manhattan,8am-10pm,2.1,true
483,Mexican,Expensive,Staten Island,8am-10pm,1.8,true
484,Mexican,Cheap,Manhattan,8am-10pm,2.7,true
485,Chinese,Expensive,Manhattan,8am-10pm,2.5,true
486,Italian,Cheap,Brooklyn,8am-10pm,4.7,true
487,American,Expensive,Queens,8am-10pm,3.2,false
488,Chinese,Cheap,Brooklyn,8am-10pm,1.5,false
489,Italian,Cheap,Manhattan,8am-10pm,1.9,true
490,Chinese,Medium,Brooklyn,8am-10pm,3.1,true
491,Italian,Medium,Manhattan,8am-10pm,3.8,false
492,Chinese,Cheap,Staten Island,8am-10pm,4.5,true
493,Chinese,Cheap,Queens,8am-10pm,3.9,true
494,American,Expensive,Bronx,8am-10pm,1.9,true
495,Italian,Cheap,Manhattan,8am-10pm,1.3,false
496,Chinese,Expensive,Brooklyn,8am-10pm,3.8,true
497,Chinese,Medium,Staten Island,8am-10pm,1.3,false
498,Chinese,Expensive,Brooklyn,8am-10pm,2.5,false
499,Chinese,Medium,Staten Island,8am-10pm,4.3,true
500,Italian,Expensive,Manhattan,8am-10pm,1.7,true
501,Mexican,Medium,Staten Island,8am-10pm,2.6,true
502,Japanese,Expensive,Bronx,8am-10pm,3.0,true
503,Italian,Cheap,Queens,8am-10pm,1.5,false
504,American,Expensive,Bronx,8am-10pm,3.6,false
505,Mexican,Medium,Staten Island,8am-10pm,5.0,false
506,Japanese,Cheap,Bronx,8am-10pm,4.5,true
507,Japanese,Medium,Brooklyn,8am-10pm,1.3,false
508,Japanese,Cheap,Queens,8am-10pm,1.1,true
509,Mexican,Medium,Bronx,8am-10pm,2.1,false
510,Japanese,Expensive,Queens,8am-10pm,2.4,false
511,Japanese,Cheap,Manhattan,8am-10pm,2.2,true
512,Chinese,Expensive,Manhattan,8am-10pm,4.0,true
513,Mexican,Cheap,Manhattan,8am-10pm,3.3,false
514,Chinese,Expensive,Brooklyn,8am-10pm,4.9,true
515,Mexican,Expensive,Brooklyn,8am-10pm,1.2,false
516,Japanese,Medium,Manhattan,8am-10pm,1.4,true
517,Japanese,Expensive,Queens,8am-10pm,3.9,false
518,Japanese,Expensive,Brooklyn,8am-10pm,4.9,false
519,American,Cheap,Manhattan,8am-10pm,3.6,true
520,Japanese,Medium,Brooklyn,8am-10pm,4.8,false
521,Chinese,Cheap,Brooklyn,8am-10pm,4.1,false
522,Japanese,Medium,Bronx,8am-10pm,1.0,true
523,Japanese,Medium,Staten Island,8am-10pm,1.6,false
524,Mexican,Cheap,Brooklyn,8am-10pm,4.0,true
525,Chinese,Expensive,Staten Island,8am-10pm,1.7,false
526,Chinese,Medium,Queens,8am-10pm,2.7,true
527,Chinese,Expensive,Bronx,8am-10pm,4.0,true
528,American,Cheap,Staten Island,8am-10pm,2.8,false
529,Chinese,Medium,Bronx,8am-10pm,4.9,false
530,Chinese,Medium,Queens,8am-10pm,2.8,false
531,Japanese,Expensive,Staten Island,8am-10pm,2.3,false
532,Chinese,Medium,Staten Island,8am-10pm,2.3,true
533,Mexican,Medium,Manhattan,8am-10pm,4.3,true
534,Japanese,Expensive,Queens,8am-10pm,4.4,false
535,Japanese,Cheap,Queens,8am-10pm,1.8,true
536,Japanese,Medium,Manhattan,8am-10pm,1.7,true
537,Italian,Expensive,Bronx,8am-10pm,3.2,true
538,Japanese,Medium,Brooklyn,8am-10pm,3.8,true
539,American,Medium,Staten Island,8am-10pm,3.6,true
540,Chinese,Medium,Staten Island,8am-10pm,3.0,true
541,Chinese,Expensive,Staten Island,8am-10pm,2.9,true
542,Chinese,Medium,Staten Island,8am-10pm,4.7,true
543,Japanese,Cheap,Queens,8am-10pm,2.1,true
544,Chinese,Cheap,Staten Island,8am-10pm,2.7,true
545,American,Cheap,Staten Island,8am-10pm,1.2,false
546,American,Cheap,Bronx,8am-10pm,2.2,false
547,Mexican,Medium,Brooklyn,8am-10pm,1.3,true
548,American,Expensive,Manhattan,8am-10pm,4.6,false
549,Japanese,Medium,Bronx,8am-10pm,4.2,true
550,Japanese,Expensive,Manhattan,8am-10pm,4.4,false
551,Chinese,Medium,Brooklyn,8am-10pm,2.2,false
552,American,Expensive,Manhattan,8am-10pm,2.6,false
553,Italian,Medium,Queens,8am-10pm,4.1,false
554,Chinese,Medium,Queens,8am-10pm,2.7,true
555,Japanese,Medium,Bronx,8am-10pm,2.1,false
556,Chinese,Expensive,Queens,8am-10pm,2.1,true
557,Mexican,Cheap,Queens,8am-10pm,3.8,true
558,Mexican,Medium,Bronx,8am-10pm,1.9,false
559,Chinese,Expensive,Staten Island,8am-10pm,1.2,true
560,Mexican,Expensive,Brooklyn,8am-10pm,1.7,false
561,Mexican,Cheap,Manhattan,8am-10pm,1.2,false
562,American,Cheap,Queens,8am-10pm,4.7,false
563,Mexican,Expensive,Queens,8am-10pm,4.4,true
564,Mexican,Medium,Manhattan,8am-10pm,1.4,false
565,Mexican,Medium,Brooklyn,8am-10pm,2.4,false
566,Japanese,Cheap,Bronx,8am-10pm,2.4,false
567,Italian,Cheap,Brooklyn,8am-10pm,1.8,false
568,Italian,Expensive,Queens,8am-10pm,3.0,false
569,American,Cheap,Staten Island,8am-10pm,4.3,false
570,Mexican,Expensive,Queens,8am-10pm,1.2,false
571,Japanese,Medium,Bronx,8am-10pm,1.4,true
572,American,Expensive,Staten Island,8am-10pm,3.8,false
573,Chinese,Expensive,Brooklyn,8am-10pm,2.1,false
574,Japanese,Cheap,Queens,8am-10pm,1.2,false
575,Japanese,Expensive,Manhattan,8am-10pm,3.8,false
576,Mexican,Expensive,Brooklyn,8am-10pm,1.8,false
577,American,Cheap,Bronx,8am-10pm,3.8,false
578,Chinese,Medium,Brooklyn,8am-10pm,5.0,true
579,Italian,Expensive,Brooklyn,8am-10pm,3.6,false
580,Mexican,Medium,Manhattan,8am-10pm,2.6,true
581,Mexican,Cheap,Staten Island,8am-10pm,2.7,false
582,Mexican,Cheap,Bronx,8am-10pm,3.6,true
583,Chinese,Cheap,Brooklyn,8am-10pm,1.3,false
584,Chinese,Cheap,Brooklyn,8am-10pm,1.3,false
585,Chinese,Expensive,Queens,8am-10pm,2.9,true
586,Japanese,Medium,Staten Island,8am-10pm,3.5,false
587,Italian,Cheap,Brooklyn,8am-10pm,3.9,true
588,Mexican,Expensive,Staten Island,8am-10pm,3.8,false
589,Japanese,Expensive,Manhattan,8am-10pm,3.0,true
590,Japanese,Expensive,Brooklyn,8am-10pm,3.0,false
591,Chinese,Medium,Brooklyn,8am-10pm,4.1,false
592,Mexican,Medium,Brooklyn,8am-10pm,1.2,false
593,Mexican,Expensive,Queens,8am-10pm,4.7,true
594,Japanese,Expensive,Staten Island,8am-10pm,2.4,false
595,Japanese,Cheap,Manhattan,8am-10pm,3.3,true
596,Japanese,Medium,Manhattan,8am-10pm,4.2,false
597,Mexican,Cheap,Staten Island,8am-10pm,2.7,false
598,American,Cheap,Queens,8am-10pm,3.0,true
599,Italian,Medium,Bronx,8am-10pm,1.7,true
600,Japanese,Cheap,Manhattan,8am-10pm,2.0,true
601,Mexican,Expensive,Staten Island,8am-10pm,4.6,false
602,Japanese,Medium,Manhattan,8am-10pm,4.0,true
603,Chinese,Medium,Brooklyn,8am-10pm,2.2,false
604,Chinese,Expensive,Staten Island,8am-10pm,3.7,false
605,Mexican,Medium,Queens,8am-10pm,4.2,true
606,Italian,Expensive,Manhattan,8am-10pm,3.0,true
607,Mexican,Cheap,Brooklyn,8am-10pm,3.5,true
608,Mexican,Expensive,Queens,8am-10pm,3.2,false
609,Mexican,Cheap,Brooklyn,8am-10pm,2.9,true
610,Mexican,Medium,Bronx,8am-10pm,4.1,false
611,Japanese,Medium,Brooklyn,8am-10pm,1.0,true
612,Japanese,Expensive,Manhattan,8am-10pm,3.5,true
613,American,Expensive,Bronx,8am-10pm,3.2,true
614,Japanese,Medium,Staten Island,8am-10pm,4.0,false
615,Mexican,Expensive,Queens,8am-10pm,3.6,false
616,Mexican,Medium,Bronx,8am-10pm,1.9,true
617,Japanese,Expensive,Queens,8am-10pm,1.3,true
618,Mexican,Cheap,Brooklyn,8am-10pm,4.8,false
619,Italian,Expensive,Manhattan,8am-10pm,2.3,false
620,Mexican,Cheap,Queens,8am-10pm,2.9,true
621,Japanese,Expensive,Bronx,8am-10pm,3.0,false
622,Chinese,Cheap,Staten Island,8am-10pm,2.4,false
623,Italian,Expensive,Brooklyn,8am-10pm,2.3,false
624,American,Cheap,Queens,8am-10pm,4.3,false
625,Chinese,Expensive,Bronx,8am-10pm,4.9,true
626,Japanese,Expensive,Bronx,8am-10pm,3.0,true
627,Italian,Expensive,Queens,8am-10pm,3.6,false
628,Mexican,Medium,Brooklyn,8am-10pm,1.8,true
629,Italian,Cheap,Bronx,8am-10pm,3.1,false
630,Mexican,Expensive,Staten Island,8am-10pm,1.1,true
631,Chinese,Cheap,Manhattan,8am-10pm,1.0,true
632,American,Expensive,Brooklyn,8am-10pm,3.9,true
633,Mexican,Expensive,Staten Island,8am-10pm,1.8,true
634,Italian,Expensive,Bronx,8am-10pm,3.7,true
635,Japanese,Expensive,Manhattan,8am-10pm,1.2,true
636,Chinese,Cheap,Queens,8am-10pm,4.8,true
637,Italian,Medium,Bronx,8am-10pm,1.2,false
638,Mexican,Cheap,Staten Island,8am-10pm,4.5,false
639,Italian,Cheap,Bronx,8am-10pm,3.2,true
640,Italian,Expensive,Manhattan,8am-10pm,4.5,true
641,American,Medium,Manhattan,8am-10pm,2.2,true
642,Japanese,Expensive,Brooklyn,8am-10pm,3.9,true
643,Italian,Medium,Staten Island,8am-10pm,3.6,false
644,Japanese,Expensive,Manhattan,8am-10pm,3.7,false
645,Italian,Medium,Staten Island,8am-10pm,3.3,true
646,Japanese,Cheap,Brooklyn,8am-10pm,3.2,true
647,Japanese,Medium,Staten Island,8am-10pm,3.4,true
648,Italian,Expensive,Brooklyn,8am-10pm,2.6,true
649,Chinese,Cheap,Brooklyn,8am-10pm,2.4,true
650,Chinese,Expensive,Queens,8am-10pm,2.4,false
651,Japanese,Expensive,Brooklyn,8am-10pm,3.4,true
652,Japanese,Expensive,Brooklyn,8am-10pm,2.5,true
653,Mexican,Expensive,Staten Island,8am-10pm,2.2,false
654,Chinese,Expensive,Staten Island,8am-10pm,2.1,true
655,Chinese,Expensive,Bronx,8am-10pm,3.8,false
656,American,Expensive,Bronx,8am-10pm,1.7,false
657,Chinese,Expensive,Queens,8am-10pm,3.0,false
658,Japanese,Cheap,Brooklyn,8am-10pm,2.7,true
659,Japanese,Expensive,Brooklyn,8am-10pm,3.4,true
660,Chinese,Cheap,Staten Island,8am-10pm,3.1,true
661,Italian,Cheap,Staten Island,8am-10pm,1.4,true
662,Italian,Expensive,Queens,8am-10pm,3.1,true
663,Mexican,Expensive,Bronx,8am-10pm,1.3,true
664,Italian,Cheap,Staten Island,8am-10pm,4.7,false
665,Italian,Medium,Staten Island,8am-10pm,1.4,false
666,Chinese,Cheap,Staten Island,8am-10pm,1.5,true
667,Japanese,Medium,Staten Island,8am-10pm,3.1,false
668,Italian,Cheap,Staten Island,8am-10pm,2.4,false
669,American,Expensive,Staten Island,8am-10pm,2.7,false
670,Chinese,Medium,Bronx,8am-10pm,4.6,false
671,Italian,Cheap,Bronx,8am-10pm,3.2,true
672,Japanese,Cheap,Manhattan,8am-10pm,1.6,true
673,Chinese,Cheap,Staten Island,8am-10pm,1.3,true
674,Japanese,Expensive,Staten Island,8am-10pm,1.9,true
675,Italian,Expensive,Bronx,8am-10pm,3.4,true
676,Mexican,Expensive,Manhattan,8am-10pm,2.9,true
677,American,Medium,Staten Island,8am-10pm,2.7,true
678,American,Medium,Queens,8am-10pm,3.7,false
679,Mexican,Expensive,Queens,8am-10pm,3.7,true
680,Mexican,Expensive,Bronx,8am-10pm,4.5,true
681,Mexican,Expensive,Manhattan,8am-10pm,1.3,true
682,Chinese,Expensive,Brooklyn,8am-10pm,1.5,false
683,Chinese,Expensive,Staten Island,8am-10pm,2.7,false
684,Italian,Expensive,Manhattan,8am-10pm,4.3,true
685,American,Cheap,Bronx,8am-10pm,3.8,true
686,Italian,Cheap,Staten Island,8am-10pm,2.2,true
687,Chinese,Expensive,Queens,8am-10pm,1.5,false
688,Japanese,Expensive,Staten Island,8am-10pm,4.3,true
689,Japanese,Medium,Bronx,8am-10pm,1.3,true
690,Chinese,Cheap,Staten Island,8am-10pm,1.6,true
691,Italian,Cheap,Queens,8am-10pm,2.3,false
692,Japanese,Expensive,Staten Island,8am-10pm,3.6,true
693,Chinese,Medium,Bronx,8am-10pm,4.0,true
694,Italian,Medium,Queens,8am-10pm,2.3,false
695,Chinese,Medium,Staten Island,8am-10pm,3.2,true
696,Italian,Cheap,Queens,8am-10pm,2.8,true
697,American,Cheap,Bronx,8am-10pm,2.1,false
698,Japanese,Medium,Bronx,8am-10pm,4.5,true
699,American,Cheap,Queens,8am-10pm,4.3,false
700,Mexican,Cheap,Queens,8am-10pm,4.9,true
701,American,Cheap,Brooklyn,8am-10pm,3.7,false
702,Chinese,Medium,Bronx,8am-10pm,3.7,true
703,Mexican,Cheap,Bronx,8am-10pm,2.6,true
704,American,Medium,Bronx,8am-10pm,2.6,true
705,Italian,Expensive,Bronx,8am-10pm,1.3,false
706,Chinese,Cheap,Queens,8am-10pm,4.6,false
707,Chinese,Expensive,Manhattan,8am-10pm,1.1,true
708,Italian,Cheap,Staten Island,8am-10pm,4.4,true
709,Italian,Medium,Bronx,8am-10pm,1.7,false
710,American,Cheap,Brooklyn,8am-10pm,3.7,true
711,Mexican,Expensive,Staten Island,8am-10pm,4.2,false
712,Japanese,Expensive,Brooklyn,8am-10pm,3.3,true
713,Japanese,Expensive,Brooklyn,8am-10pm,4.3,true
714,Mexican,Medium,Staten Island,8am-10pm,2.3,true
715,Italian,Cheap,Queens,8am-10pm,2.3,true
716,American,Cheap,Manhattan,8am-10pm,3.1,false
717,Japanese,Cheap,Staten Island,8am-10pm,1.7,true
718,Chinese,Medium,Manhattan,8am-10pm,4.9,true
719,Japanese,Medium,Brooklyn,8am-10pm,1.0,true
720,Japanese,Cheap,Staten Island,8am-10pm,2.5,false
721,Italian,Cheap,Brooklyn,8am-10pm,4.9,false
722,American,Medium,Bronx,8am-10pm,4.9,true
723,Chinese,Medium,Brooklyn,8am-10pm,2.8,false
724,Chinese,Medium,Bronx,8am-10pm,2.8,false
725,Italian,Medium,Staten Island,8am-10pm,4.8,false
726,Japanese,Cheap,Queens,8am-10pm,2.5,true
727,Italian,Expensive,Queens,8am-10pm,2.4,false
728,American,Cheap,Staten Island,8am-10pm,2.8,false
729,Chinese,Expensive,Bronx,8am-10pm,5.0,true
730,Mexican,Medium,Queens,8am-10pm,4.3,false
731,Italian,Cheap,Manhattan,8am-10pm,1.3,true
732,Japanese,Medium,Manhattan,8am-10pm,2.4,false
733,Italian,Medium,Staten Island,8am-10pm,4.9,true
734,American,Expensive,Bronx,8am-10pm,2.0,true
735,Chinese,Medium,Staten Island,8am-10pm,4.9,true
736,Japanese,Medium,Manhattan,8am-10pm,2.9,true
737,Mexican,Expensive,Brooklyn,8am-10pm,4.7,false
738,American,Medium,Queens,8am-10pm,5.0,true
739,Italian,Medium,Staten Island,8am-10pm,3.8,false
740,American,Expensive,Manhattan,8am-10pm,1.2,true
741,American,Medium,Brooklyn,8am-10pm,1.7,true
742,Italian,Medium,Manhattan,8am-10pm,2.2,false
743,American,Cheap,Brooklyn,8am-10pm,1.5,true
744,American,Medium,Manhattan,8am-10pm,3.1,true
745,Mexican,Cheap,Manhattan,8am-10pm,3.6,true
746,Japanese,Expensive,Queens,8am-10pm,4.2,true
747,American,Expensive,Brooklyn,8am-10pm,3.4,false
748,Mexican,Expensive,Brooklyn,8am-10pm,2.8,true
749,American,Cheap,Manhattan,8am-10pm,1.3,true
750,American,Medium,Staten Island,8am-10pm,1.7,false
751,Italian,Expensive,Manhattan,8am-10pm,1.9,true
752,Mexican,Expensive,Queens,8am-10pm,4.7,false
753,Italian,Cheap,Brooklyn,8am-10pm,2.2,true
754,American,Expensive,Bronx,8am-10pm,1.1,true
755,Mexican,Medium,Queens,8am-10pm,4.5,true
756,Japanese,Expensive,Staten Island,8am-10pm,3.0,true
757,Japanese,Expensive,Bronx,8am-10pm,4.7,true
758,Chinese,Expensive,Brooklyn,8am-10pm,3.7,true
759,American,Medium,Brooklyn,8am-10pm,4.4,true
760,Mexican,Medium,Bronx,8am-10pm,1.7,false
761,Mexican,Cheap,Staten Island,8am-10pm,3.7,true
762,Japanese,Expensive,Manhattan,8am-10pm,4.9,false
763,Japanese,Medium,Manhattan,8am-10pm,3.3,false
764,Japanese,Cheap,Brooklyn,8am-10pm,1.0,false
765,Japanese,Expensive,Brooklyn,8am-10pm,2.4,true
766,Mexican,Cheap,Brooklyn,8am-10pm,4.4,true
767,Mexican,Cheap,Queens,8am-10pm,2.7,true
768,Mexican,Medium,Brooklyn,8am-10pm,1.6,false
769,Italian,Medium,Manhattan,8am-10pm,3.5,false
770,American,Cheap,Staten Island,8am-10pm,1.2,false
771,American,Expensive,Queens,8am-10pm,2.9,true
772,Chinese,Expensive,Brooklyn,8am-10pm,3.5,true
773,Japanese,Medium,Manhattan,8am-10pm,1.4,true
774,Chinese,Medium,Brooklyn,8am-10pm,4.8,true
775,Italian,Cheap,Staten Island,8am-10pm,3.7,true
776,Chinese,Cheap,Brooklyn,8am-10pm,2.7,true
777,American,Medium,Manhattan,8am-10pm,1.2,true
778,Chinese,Cheap,Staten Island,8am-10pm,4.1,false
779,Italian,Expensive,Bronx,8am-10pm,2.1,false
780,Italian,Cheap,Staten Island,8am-10pm,3.3,false
781,Japanese,Medium,Queens,8am-10pm,3.7,false
782,American,Medium,Queens,8am-10pm,2.6,false
783,Italian,Expensive,Queens,8am-10pm,3.7,true
784,Japanese,Expensive,Bronx,8am-10pm,1.2,false
785,Japanese,Expensive,Manhattan,8am-10pm,3.5,false
786,Chinese,Expensive,Manhattan,8am-10pm,1.7,true
787,Italian,Expensive,Staten Island,8am-10pm,1.8,false
788,American,Cheap,Bronx,8am-10pm,4.1,false
789,Italian,Medium,Bronx,8am-10pm,4.5,true
790,Mexican,Expensive,Manhattan,8am-10pm,1.6,false
791,American,Expensive,Queens,8am-10pm,3.6,false
792,Japanese,Medium,Bronx,8am-10pm,4.7,true
793,American,Medium,Queens,8am-10pm,3.7,true
794,Mexican,Cheap,Staten Island,8am-10pm,2.8,true
795,Chinese,Cheap,Bronx,8am-10pm,3.5,false
796,Mexican,Cheap,Brooklyn,8am-10pm,1.8,false
797,Japanese,Expensive,Brooklyn,8am-10pm,1.7,false
798,Mexican,Cheap,Bronx,8am-10pm,4.7,true
799,American,Medium,Brooklyn,8am-10pm,1.9,true
800,Japanese,Medium,Staten Island,8am-10pm,3.1,true
801,Mexican,Cheap,Staten Island,8am-10pm,3.7,false
802,Chinese,Expensive,Queens,8am-10pm,1.5,false
803,Italian,Medium,Manhattan,8am-10pm,1.0,true
804,Italian,Cheap,Manhattan,8am-10pm,4.3,true
805,Italian,Medium,Staten Island,8am-10pm,2.6,true
806,Mexican,Cheap,Queens,8am-10pm,1.2,false
807,Japanese,Expensive,Staten Island,8am-10pm,2.1,true
808,Italian,Medium,Staten Island,8am-10pm,2.0,true
809,Chinese,Expensive,Queens,8am-10pm,1.1,false
810,Chinese,Medium,Bronx,8am-10pm,3.6,true
811,Mexican,Medium,Queens,8am-10pm,1.5,true
812,Japanese,Expensive,Manhattan,8am-10pm,3.5,false
813,American,Expensive,Bronx,8am-10pm,2.8,false
814,Italian,Cheap,Staten Island,8am-10pm,1.5,false
815,Mexican,Cheap,Staten Island,8am-10pm,3.4,false
816,Japanese,Cheap,Manhattan,8am-10pm,1.6,false
817,Mexican,Medium,Manhattan,8am-10pm,1.9,false
818,American,Medium,Staten Island,8am-10pm,2.0,false
819,Japanese,Expensive,Staten Island,8am-10pm,3.2,false
820,Chinese,Expensive,Queens,8am-10pm,3.9,false
821,American,Cheap,Queens,8am-10pm,2.7,true
822,American,Expensive,Staten Island,8am-10pm,4.0,true
823,Mexican,Medium,Bronx,8am-10pm,2.7,false
824,Japanese,Cheap,Brooklyn,8am-10pm,2.2,true
825,Japanese,Expensive,Bronx,8am-10pm,4.8,false
826,Italian,Medium,Queens,8am-10pm,4.3,false
827,Japanese,Medium,Manhattan,8am-10pm,3.4,true
828,Mexican,Expensive,Manhattan,8am-10pm,1.8,false
829,American,Expensive,Manhattan,8am-10pm,1.6,true
830,Japanese,Cheap,Brooklyn,8am-10pm,2.5,false
831,American,Cheap,Brooklyn,8am-10pm,1.0,true
832,Mexican,Expensive,Manhattan,8am-10pm,4.0,false
833,Chinese,Cheap,Bronx,8am-10pm,1.7,true
834,American,Medium,Queens,8am-10pm,3.7,false
835,American,Cheap,Brooklyn,8am-10pm,3.2,false
836,Japanese,Medium,Staten Island,8am-10pm,4.3,false
837,Chinese,Expensive,Staten Island,8am-10pm,3.3,true
838,Japanese,Medium,Brooklyn,8am-10pm,4.8,false
839,Japanese,Expensive,Staten Island,8am-10pm,1.4,true
840,American,Expensive,Brooklyn,8am-10pm,1.3,false
841,American,Medium,Manhattan,8am-10pm,4.1,false
842,Chinese,Cheap,Manhattan,8am-10pm,4.0,true
843,Mexican,Medium,Staten Island,8am-10pm,1.8,false
844,American,Expensive,Bronx,8am-10pm,1.8,false
845,Italian,Cheap,Staten Island,8am-10pm,3.4,false
846,Japanese,Cheap,Staten Island,8am-10pm,1.0,true
847,Italian,Expensive,Bronx,8am-10pm,4.5,false
848,Japanese,Cheap,Staten Island,8am-10pm,1.2,true
849,American,Medium,Staten Island,8am-10pm,4.5,true
850,Mexican,Expensive,Queens,8am-10pm,1.2,false
851,Chinese,Cheap,Staten Island,8am-10pm,4.4,true
852,Japanese,Expensive,Bronx,8am-10pm,1.8,false
853,Mexican,Medium,Queens,8am-10pm,3.1,false
854,Chinese,Expensive,Brooklyn,8am-10pm,1.8,true
855,Japanese,Expensive,Brooklyn,8am-10pm,3.6,false
856,Japanese,Expensive,Staten Island,8am-10pm,2.6,true
857,Mexican,Medium,Staten Island,8am-10pm,2.5,true
858,Italian,Cheap,Staten Island,8am-10pm,2.0,false
859,Italian,Cheap,Bronx,8am-10pm,2.7,false
860,Mexican,Cheap,Queens,8am-10pm,1.3,true
861,Italian,Medium,Queens,8am-10pm,4.3,false
862,Japanese,Cheap,Bronx,8am-10pm,4.0,false
863,Mexican,Cheap,Bronx,8am-10pm,3.5,false
864,Italian,Expensive,Bronx,8am-10pm,3.7,false
865,Mexican,Cheap,Bronx,8am-10pm,4.6,false
866,Japanese,Cheap,Bronx,8am-10pm,1.0,true
867,Chinese,Cheap,Staten Island,8am-10pm,2.4,true
868,Mexican,Cheap,Brooklyn,8am-10pm,3.1,true
869,Japanese,Cheap,Bronx,8am-10pm,3.0,true
870,Mexican,Expensive,Brooklyn,8am-10pm,4.2,true
871,Japanese,Expensive,Bronx,8am-10pm,4.9,false
872,Chinese,Expensive,Bronx,8am-10pm,4.5,true
873,Japanese,Medium,Manhattan,8am-10pm,1.8,true
874,Japanese,Medium,Manhattan,8am-10pm,1.8,true
875,Mexican,Medium,Bronx,8am-10pm,4.9,true
876,Italian,Medium,Manhattan,8am-10pm,2.0,false
877,Chinese,Cheap,Queens,8am-10pm,3.8,true
878,Japanese,Expensive,Queens,8am-10pm,4.0,false
879,Mexican,Cheap,Bronx,8am-10pm,2.8,false
880,American,Expensive,Bronx,8am-10pm,3.9,true
881,Japanese,Expensive,Bronx,8am-10pm,2.1,true
882,Japanese,Cheap,Manhattan,8am-10pm,1.5,true
883,American,Expensive,Manhattan,8am-10pm,1.4,true
884,Chinese,Expensive,Bronx,8am-10pm,1.4,false
885,Japanese,Expensive,Brooklyn,8am-10pm,2.8,false
886,Japanese,Expensive,Brooklyn,8am-10pm,1.3,true
887,Chinese,Medium,Brooklyn,8am-10pm,1.3,false
888,American,Cheap,Bronx,8am-10pm,1.2,false
889,Italian,Medium,Staten Island,8am-10pm,1.2,false
890,Italian,Cheap,Manhattan,8am-10pm,4.2,true
891,American,Expensive,Manhattan,8am-10pm,4.8,true
892,Mexican,Expensive,Bronx,8am-10pm,1.7,true
893,Italian,Expensive,Bronx,8am-10pm,2.7,true
894,Chinese,Expensive,Manhattan,8am-10pm,4.8,true
895,Chinese,Expensive,Brooklyn,8am-10pm,1.9,false
896,Italian,Medium,Staten Island,8am-10pm,3.4,true
897,American,Expensive,Bronx,8am-10pm,4.2,true
898,American,Cheap,Staten Island,8am-10pm,1.2,true
899,American,Expensive,Brooklyn,8am-10pm,1.5,false
900,Mexican,Expensive,Brooklyn,8am-10pm,2.4,false
901,Japanese,Cheap,Manhattan,8am-10pm,4.9,true
902,Italian,Medium,Staten Island,8am-10pm,1.7,true
903,Mexican,Expensive,Brooklyn,8am-10pm,3.5,true
904,Mexican,Expensive,Bronx,8am-10pm,2.6,true
905,American,Medium,Staten Island,8am-10pm,2.6,true
906,Japanese,Cheap,Brooklyn,8am-10pm,3.7,true
907,American,Medium,Queens,8am-10pm,1.7,false
908,Italian,Cheap,Staten Island,8am-10pm,2.2,true
909,Italian,Medium,Manhattan,8am-10pm,4.2,true
910,American,Cheap,Queens,8am-10pm,3.9,false
911,Japanese,Expensive,Brooklyn,8am-10pm,4.4,true
912,Mexican,Medium,Queens,8am-10pm,4.9,true
913,American,Cheap,Brooklyn,8am-10pm,1.4,true
914,Chinese,Expensive,Staten Island,8am-10pm,4.2,false
915,Chinese,Medium,Bronx,8am-10pm,4.8,false
916,Japanese,Cheap,Manhattan,8am-10pm,1.5,true
917,Chinese,Expensive,Brooklyn,8am-10pm,3.6,true
918,American,Expensive,Queens,8am-10pm,4.2,false
919,American,Expensive,Staten Island,8am-10pm,1.1,false
920,American,Cheap,Staten Island,8am-10pm,4.1,false
921,Chinese,Cheap,Staten Island,8am-10pm,4.3,false
922,Mexican,Cheap,Manhattan,8am-10pm,1.9,true
923,Chinese,Expensive,Brooklyn,8am-10pm,1.4,false
924,Mexican,Medium,Brooklyn,8am-10pm,2.5,true
925,American,Expensive,Queens,8am-10pm,4.7,true
926,Japanese,Medium,Queens,8am-10pm,4.9,true
927,Mexican,Expensive,Brooklyn,8am-10pm,2.3,true
928,Mexican,Medium,Manhattan,8am-10pm,4.5,true
929,Italian,Cheap,Staten Island,8am-10pm,2.2,false
930,Chinese,Expensive,Bronx,8am-10pm,3.0,true
931,American,Medium,Manhattan,8am-10pm,4.4,true
932,American,Cheap,Manhattan,8am-10pm,1.5,false
933,American,Cheap,Bronx,8am-10pm,2.5,true
934,Italian,Medium,Bronx,8am-10pm,4.1,true
935,Japanese,Cheap,Queens,8am-10pm,2.0,true
936,Chinese,Expensive,Staten Island,8am-10pm,2.2,true
937,Japanese,Medium,Brooklyn,8am-10pm,2.3,true
938,Mexican,Medium,Brooklyn,8am-10pm,3.8,true
939,American,Medium,Manhattan,8am-10pm,4.9,true
940,Japanese,Medium,Brooklyn,8am-10pm,1.6,true
941,American,Medium,Brooklyn,8am-10pm,4.2,true
942,Italian,Medium,Queens,8am-10pm,2.4,true
